0.501
0.491
0.502
0.499
0.497
0.503
0.500
0.503
0.497
0.498
0.503
0.503
0.500
0.500
0.499
0.496
0.493
0.503
0.496
0.498
0.500
0.491
0.492
0.501
0.496
0.498
0.502
0.501
0.502
0.500
0.506
0.505
0.499
0.500
0.497
0.497
0.493
0.497
0.498
0.492
0.499
0.496
0.499
0.499
0.498
0.501
0.501
0.499
0.496
0.500
0.496
0.498
0.491
0.498
0.498
0.500
0.504
0.502
0.497
0.493
0.500
0.491
0.502
0.497
0.497
0.492
0.501
0.497
0.503
0.493
0.501
0.499
0.497
0.503
0.500
0.494
0.496
0.503
0.500
0.505
0.498
0.496
0.494
0.501
0.506
0.493
0.494
0.499
0.499
0.501
0.499
0.495
0.496
0.497
0.495
0.486
0.494
0.499
0.502
0.500
